t,x,y,vx,vy,pitch,roll,engine_out
82.60,1652.00,20.40,20.00,-0.89,-0.0197,-0.0249,0
82.80,1656.00,20.42,20.00,-1.06,-0.0157,-0.0207,0
83.00,1660.00,20.40,20.00,-1.23,-0.0155,-0.0116,0
83.20,1664.00,20.35,20.00,-1.38,-0.0122,-0.0166,0
83.40,1668.00,20.26,20.00,-1.51,-0.0069,-0.0058,0
83.60,1672.00,20.14,20.00,-1.64,-0.0001,-0.0105,0
83.80,1676.00,19.98,20.00,-1.74,-0.0007,0.0019,0
84.00,1680.00,19.80,20.00,-1.83,0.0008,0.0029,0
84.20,1684.00,19.58,20.00,-1.90,0.0098,0.0118,0
84.40,1688.00,19.35,20.00,-1.96,0.0111,0.0033,0
84.60,1692.00,19.09,20.00,-1.99,0.0116,0.0128,0
84.80,1696.00,18.81,20.00,-2.00,0.0192,0.0148,0
85.00,1700.00,18.51,20.00,-1.99,0.0187,0.0258,0
85.20,1704.00,18.21,20.00,-1.96,0.0255,0.0225,0
85.40,1708.00,17.89,20.00,-1.92,0.0212,0.0276,0
85.60,1712.00,17.57,20.00,-1.85,0.0301,0.0244,0
85.80,1716.00,17.25,20.00,-1.77,0.0323,0.0364,0
86.00,1720.00,16.93,20.00,-1.66,0.0297,0.0300,0
86.20,1724.00,16.61,20.00,-1.54,0.0254,0.0408,0
86.40,1728.00,16.30,20.00,-1.41,0.0336,0.0257,0
86.60,1732.00,16.00,20.00,-1.26,0.0283,0.0311,0
86.80,1736.00,15.72,20.00,-1.10,0.0316,0.0472,0
87.00,1740.00,15.45,20.00,-0.93,0.0324,0.0474,0
87.20,1744.00,15.20,20.00,-0.75,0.0248,0.0492,0
87.40,1748.00,14.97,20.00,-0.56,0.0216,0.0450,0
87.60,1752.00,14.77,20.00,-0.36,0.0231,0.0531,0
87.80,1756.00,14.59,20.00,-0.16,0.0237,0.0484,0
88.00,1760.00,14.44,20.00,0.04,0.0217,0.0508,0
88.20,1764.00,14.31,20.00,0.23,0.0099,0.0470,0
88.40,1768.00,14.21,20.00,0.43,0.0144,0.0472,0
88.60,1772.00,14.15,20.00,0.62,0.0075,0.0503,0
88.80,1776.00,14.11,20.00,0.81,0.0053,0.0485,0
89.00,1780.00,14.10,20.00,0.99,0.0019,0.0402,0
89.20,1784.00,14.11,20.00,1.16,-0.0038,0.0418,0
89.40,1788.00,14.16,20.00,1.32,-0.0077,0.0542,0
89.60,1792.00,14.23,20.00,1.46,-0.0056,0.0465,0
89.80,1796.00,14.33,20.00,1.59,-0.0157,0.0461,0
90.00,1800.00,14.45,20.00,1.70,-0.0150,0.0494,0
90.20,1804.00,14.59,20.00,1.80,-0.0202,0.0484,0
90.40,1808.00,14.75,20.00,1.88,-0.0185,0.0382,0
90.60,1812.00,14.92,20.00,1.94,-0.0286,0.0507,0
90.80,1816.00,15.11,20.00,1.98,-0.0218,0.0487,0
91.00,1820.00,15.32,20.00,2.00,-0.0242,0.0411,0
91.20,1824.00,15.53,20.00,2.00,-0.0280,0.0427,0
91.40,1828.00,15.75,20.00,1.98,-0.0320,0.0390,0
91.60,1832.00,15.97,20.00,1.94,-0.0257,0.0425,0
91.80,1836.00,16.19,20.00,1.88,-0.0314,0.0371,0
92.00,1840.00,16.41,20.00,1.80,-0.0249,0.0226,0
92.20,1844.00,16.62,20.00,1.71,-0.0253,0.0202,0
92.40,1848.00,16.83,20.00,1.60,-0.0254,0.0326,0
92.60,1852.00,17.03,20.00,1.47,-0.0205,0.0167,0
92.80,1856.00,17.21,20.00,1.32,-0.0269,0.0255,0
93.00,1860.00,17.38,20.00,1.17,-0.0166,0.0087,0
93.20,1864.00,17.53,20.00,1.00,-0.0206,0.0248,0
93.40,1868.00,17.67,20.00,0.82,-0.0158,0.0186,0
93.60,1872.00,17.78,20.00,0.64,-0.0146,0.0059,0
93.80,1876.00,17.87,20.00,0.44,-0.0038,0.0019,0
94.00,1880.00,17.94,20.00,0.25,-0.0056,0.0066,0
94.20,1884.00,17.99,20.00,0.05,0.0011,-0.0041,0
94.40,1888.00,18.01,20.00,-0.15,0.0046,-0.0089,0
94.60,1892.00,18.01,20.00,-0.35,0.0051,-0.0100,0
94.80,1896.00,17.98,20.00,-0.55,0.0142,-0.0059,0
95.00,1900.00,17.93,20.00,-0.73,0.0116,-0.0196,0
95.20,1904.00,17.86,20.00,-0.92,0.0152,-0.0174,0
95.40,1908.00,17.76,20.00,-1.09,0.0227,-0.0142,0
95.60,1912.00,17.65,20.00,-1.25,0.0242,-0.0178,0
95.80,1916.00,17.51,20.00,-1.40,0.0248,-0.0248,0
96.00,1920.00,17.36,20.00,-1.54,0.0287,-0.0277,0
96.20,1924.00,17.20,20.00,-1.66,0.0276,-0.0271,0
96.40,1928.00,17.02,20.00,-1.76,0.0274,-0.0246,0
96.60,1932.00,16.83,20.00,-1.85,0.0316,-0.0247,0
96.80,1936.00,16.63,20.00,-1.91,0.0275,-0.0281,0
97.00,1940.00,16.42,20.00,-1.96,0.0295,-0.0297,0
97.20,1944.00,16.22,20.00,-1.99,0.0330,-0.0458,0
97.40,1948.00,16.01,20.00,-2.00,0.0249,-0.0478,0
97.60,1952.00,15.80,20.00,-1.99,0.0248,-0.0388,0
97.80,1956.00,15.60,20.00,-1.96,0.0245,-0.0385,0
98.00,1960.00,15.41,20.00,-1.91,0.0211,-0.0516,0
98.20,1964.00,15.23,20.00,-1.84,0.0225,-0.0515,0
98.40,1968.00,15.06,20.00,-1.75,0.0194,-0.0569,0
98.60,1972.00,14.91,20.00,-1.64,0.0177,-0.0568,0
98.80,1976.00,14.77,20.00,-1.52,0.0148,-0.0537,0
99.00,1980.00,14.66,20.00,-1.39,0.0070,-0.0566,0
99.20,1984.00,14.56,20.00,-1.23,0.0077,-0.0456,0
99.40,1988.00,14.49,20.00,-1.07,0.0064,-0.0596,0
99.60,1992.00,14.45,20.00,-0.90,0.0024,-0.0413,0
99.80,1996.00,14.43,20.00,-0.71,-0.0060,-0.0578,0
100.00,2000.00,14.43,20.00,-0.52,-0.0064,-0.0444,0
100.20,2004.00,14.47,20.00,-0.33,-0.0088,-0.0419,0
100.40,2008.00,14.53,20.00,-0.13,-0.0196,-0.0573,0
100.60,2012.00,14.61,20.00,0.07,-0.0232,-0.0453,0
100.80,2016.00,14.73,20.00,0.27,-0.0205,-0.0482,0
101.00,2020.00,14.86,20.00,0.46,-0.0261,-0.0507,0
101.20,2024.00,15.03,20.00,0.66,-0.0237,-0.0415,0
101.40,2028.00,15.21,20.00,0.84,-0.0289,-0.0366,0
101.60,2032.00,15.42,20.00,1.02,-0.0332,-0.0411,0
101.80,2036.00,15.65,20.00,1.19,-0.0310,-0.0357,0
102.00,2040.00,15.90,20.00,1.34,-0.0270,-0.0338,0
102.20,2044.00,16.16,20.00,1.48,-0.0263,-0.0365,0
102.40,2048.00,16.43,20.00,1.61,-0.0329,-0.0410,0
102.60,2052.00,16.71,20.00,1.72,-0.0251,-0.0230,0
102.80,2056.00,17.00,20.00,1.81,-0.0304,-0.0277,0
103.00,2060.00,17.29,20.00,1.89,-0.0227,-0.0255,0
103.20,2064.00,17.58,20.00,1.94,-0.0279,-0.0169,0
103.40,2068.00,17.87,20.00,1.98,-0.0247,-0.0200,0
103.60,2072.00,18.16,20.00,2.00,-0.0188,-0.0168,0
103.80,2076.00,18.43,20.00,2.00,-0.0153,-0.0101,0
104.00,2080.00,18.69,20.00,1.97,-0.0146,-0.0042,0
104.20,2084.00,18.94,20.00,1.93,-0.0069,-0.0018,0
104.40,2088.00,19.17,20.00,1.87,-0.0102,-0.0134,0
104.60,2092.00,19.37,20.00,1.79,-0.0026,-0.0014,0
104.80,2096.00,19.55,20.00,1.69,0.0046,0.0010,0
105.00,2100.00,19.71,20.00,1.58,0.0024,0.0086,0
105.20,2104.00,19.83,20.00,1.44,0.0078,-0.0012,0
105.40,2108.00,19.93,20.00,1.30,0.0073,0.0120,0
105.60,2112.00,19.99,20.00,1.14,0.0169,0.0056,0
105.80,2116.00,20.02,20.00,0.97,0.0188,0.0151,0
106.00,2120.00,20.01,20.00,0.79,0.0207,0.0203,0
106.20,2124.00,19.97,20.00,0.60,0.0264,0.0148,0
106.40,2128.00,19.90,20.00,0.41,0.0287,0.0190,0
106.60,2132.00,19.78,20.00,0.21,0.0275,0.0290,0
106.80,2136.00,19.64,20.00,0.01,0.0282,0.0366,0
107.00,2140.00,19.45,20.00,-0.19,0.0290,0.0303,0
107.20,2144.00,19.24,20.00,-0.38,0.0250,0.0349,0
107.40,2148.00,18.99,20.00,-0.58,0.0264,0.0324,0
107.60,2152.00,18.71,20.00,-0.77,0.0290,0.0433,0
107.80,2156.00,18.41,20.00,-0.95,0.0256,0.0322,0
108.00,2160.00,18.08,20.00,-1.12,0.0300,0.0343,0
108.20,2164.00,17.73,20.00,-1.28,0.0234,0.0426,0
108.40,2168.00,17.35,20.00,-1.42,0.0246,0.0432,0
108.60,2172.00,16.97,20.00,-1.56,0.0235,0.0381,0
108.80,2176.00,16.57,20.00,-1.68,0.0232,0.0430,0
109.00,2180.00,16.16,20.00,-1.78,0.0199,0.0504,0
109.20,2184.00,15.74,20.00,-1.86,0.0123,0.0444,0
109.40,2188.00,15.32,20.00,-1.92,0.0101,0.0442,0
109.60,2192.00,14.91,20.00,-1.97,0.0079,0.0548,0
109.80,2196.00,14.51,20.00,-1.99,0.0077,0.0599,0
110.00,2200.00,14.11,20.00,-2.00,-0.0005,0.0575,0
110.20,2204.00,13.73,20.00,-1.99,-0.0045,0.0543,0
110.40,2208.00,13.37,20.00,-1.95,-0.0079,0.0456,0
110.60,2212.00,13.03,20.00,-1.90,-0.0153,0.0556,0
110.80,2216.00,12.72,20.00,-1.82,-0.0129,0.0480,0
111.00,2220.00,12.43,20.00,-1.73,-0.0175,0.0433,0
111.20,2224.00,12.18,20.00,-1.63,-0.0172,0.0492,0
111.40,2228.00,11.97,20.00,-1.50,-0.0270,0.0419,0
111.60,2232.00,11.79,20.00,-1.36,-0.0226,0.0404,0
111.80,2236.00,11.65,20.00,-1.21,-0.0277,0.0328,0
112.00,2240.00,11.55,20.00,-1.04,-0.0278,0.0411,0
112.20,2244.00,11.50,20.00,-0.87,-0.0266,0.0340,0
112.40,2248.00,11.49,20.00,-0.68,-0.0339,0.0428,0
112.60,2252.00,11.53,20.00,-0.49,-0.0331,0.0398,0
112.80,2256.00,11.61,20.00,-0.30,-0.0272,0.0324,0
113.00,2260.00,11.74,20.00,-0.10,-0.0248,0.0261,0
113.20,2264.00,11.92,20.00,0.10,-0.0245,0.0369,0
113.40,2268.00,12.13,20.00,0.30,-0.0252,0.0188,0
113.60,2272.00,12.39,20.00,0.50,-0.0199,0.0318,0
113.80,2276.00,12.69,20.00,0.69,-0.0205,0.0255,0
114.00,2280.00,13.03,20.00,0.87,-0.0202,0.0108,0
114.20,2284.00,13.40,20.00,1.05,-0.0154,0.0145,0
114.40,2288.00,13.81,20.00,1.21,-0.0131,0.0022,0
114.60,2292.00,14.24,20.00,1.37,-0.0087,0.0138,0
114.80,2296.00,14.70,20.00,1.50,-0.0065,-0.0028,0
115.00,2300.00,15.18,20.00,1.63,-0.0007,0.0012,0
115.20,2304.00,15.68,20.00,1.74,-0.0030,0.0055,0
115.40,2308.00,16.19,20.00,1.83,0.0078,0.0013,0
115.60,2312.00,16.71,20.00,1.90,0.0091,-0.0153,0
115.80,2316.00,17.24,20.00,1.95,0.0095,-0.0084,0
116.00,2320.00,17.76,20.00,1.99,0.0167,-0.0195,0
116.20,2324.00,18.28,20.00,2.00,0.0190,-0.0141,0
116.40,2328.00,18.78,20.00,1.99,0.0186,-0.0079,0
116.60,2332.00,19.27,20.00,1.97,0.0175,-0.0269,0
116.80,2336.00,19.75,20.00,1.92,0.0288,-0.0174,0
117.00,2340.00,20.19,20.00,1.86,0.0292,-0.0261,0
117.20,2344.00,20.61,20.00,1.77,0.0317,-0.0288,0
117.40,2348.00,21.00,20.00,1.67,0.0316,-0.0324,0
117.60,2352.00,21.35,20.00,1.55,0.0337,-0.0337,0
117.80,2356.00,21.66,20.00,1.42,0.0296,-0.0446,0
118.00,2360.00,21.93,20.00,1.27,0.0336,-0.0405,0
118.20,2364.00,22.16,20.00,1.11,0.0258,-0.0442,0
118.40,2368.00,22.33,20.00,0.94,0.0287,-0.0338,0
118.60,2372.00,22.46,20.00,0.76,0.0226,-0.0430,0
118.80,2376.00,22.53,20.00,0.57,0.0267,-0.0399,0
119.00,2380.00,22.56,20.00,0.38,0.0242,-0.0483,0
119.20,2384.00,22.53,20.00,0.18,0.0167,-0.0399,0
119.40,2388.00,22.44,20.00,-0.02,0.0189,-0.0493,0
119.60,2392.00,22.31,20.00,-0.22,0.0102,-0.0576,0
119.80,2396.00,22.12,20.00,-0.42,0.0084,-0.0541,0
120.00,2400.00,21.89,20.00,-0.61,0.0080,-0.0490,0
120.20,2404.00,21.60,20.00,-0.80,0.0015,-0.0422,0
120.40,2408.00,21.27,20.00,-0.98,0.0018,-0.0531,0
120.60,2412.00,20.89,20.00,-1.15,-0.0076,-0.0514,0
120.80,2416.00,20.48,20.00,-1.30,-0.0049,-0.0504,0
121.00,2420.00,20.03,20.00,-1.45,-0.0087,-0.0563,0
121.20,2424.00,19.54,20.00,-1.58,-0.0126,-0.0565,0
121.40,2428.00,19.03,20.00,-1.69,-0.0159,-0.0507,0
121.60,2432.00,18.49,20.00,-1.79,-0.0186,-0.0386,0
121.80,2436.00,17.93,20.00,-1.87,-0.0224,-0.0436,0
122.00,2440.00,17.36,20.00,-1.93,-0.0236,-0.0541,0
122.20,2444.00,16.77,20.00,-1.97,-0.0223,-0.0472,0
122.40,2448.00,16.19,20.00,-2.00,-0.0235,-0.0383,0
122.60,2452.00,15.60,20.00,-2.00,-0.0333,-0.0399,0
122.80,2456.00,15.02,20.00,-1.98,-0.0295,-0.0339,0
123.00,2460.00,14.45,20.00,-1.94,-0.0344,-0.0413,0
123.20,2464.00,13.89,20.00,-1.89,-0.0277,-0.0421,0
123.40,2468.00,13.36,20.00,-1.81,-0.0332,-0.0345,0
123.60,2472.00,12.85,20.00,-1.72,-0.0302,-0.0199,0
123.80,2476.00,12.37,20.00,-1.61,-0.0243,-0.0339,0
124.00,2480.00,11.92,20.00,-1.48,-0.0300,-0.0224,0
124.20,2484.00,11.52,20.00,-1.34,-0.0276,-0.0244,0
124.40,2488.00,11.15,20.00,-1.18,-0.0180,-0.0216,0
124.60,2492.00,10.83,20.00,-1.01,-0.0197,-0.0224,0
124.80,2496.00,10.56,20.00,-0.84,-0.0114,-0.0163,0
125.00,2500.00,10.34,20.00,-0.65,-0.0147,-0.0104,0
125.20,2504.00,10.18,20.00,-0.46,-0.0047,-0.0078,0
125.40,2508.00,10.06,20.00,-0.26,-0.0091,-0.0128,0
125.60,2512.00,10.01,20.00,-0.06,0.0005,0.0045,0
125.80,2516.00,10.00,20.00,0.14,-0.0023,-0.0019,0
126.00,2520.00,10.06,20.00,0.33,0.0085,-0.0048,0
126.20,2524.00,10.17,20.00,0.53,0.0073,0.0062,0
126.40,2528.00,10.33,20.00,0.72,0.0152,0.0179,0
126.60,2532.00,10.55,20.00,0.90,0.0196,0.0151,0
126.80,2536.00,10.82,20.00,1.08,0.0144,0.0188,0
127.00,2540.00,11.13,20.00,1.24,0.0265,0.0105,0
127.20,2544.00,11.50,20.00,1.39,0.0210,0.0161,0
127.40,2548.00,11.90,20.00,1.53,0.0221,0.0300,0
127.60,2552.00,12.35,20.00,1.65,0.0321,0.0291,0
127.80,2556.00,12.83,20.00,1.75,0.0277,0.0305,0
128.00,2560.00,13.34,20.00,1.84,0.0268,0.0303,0
128.20,2564.00,13.88,20.00,1.91,0.0306,0.0326,0
128.40,2568.00,14.44,20.00,1.96,0.0335,0.0458,0
128.60,2572.00,15.01,20.00,1.99,0.0318,0.0355,0
128.80,2576.00,15.60,20.00,2.00,0.0251,0.0391,0
129.00,2580.00,16.20,20.00,1.99,0.0284,0.0339,0
129.20,2584.00,16.79,20.00,1.96,0.0210,0.0474,0
129.40,2588.00,17.38,20.00,1.91,0.0242,0.0545,0
129.60,2592.00,17.97,20.00,1.84,0.0251,0.0452,0
129.80,2596.00,18.53,20.00,1.76,0.0168,0.0516,0
130.00,2600.00,19.08,20.00,1.65,0.0158,0.0399,0
130.20,2604.00,19.61,20.00,1.53,0.0086,0.0470,0
130.40,2608.00,20.10,20.00,1.40,0.0082,0.0497,0
130.60,2612.00,20.57,20.00,1.25,0.0037,0.0491,0
130.80,2616.00,20.99,20.00,1.09,0.0059,0.0509,0
131.00,2620.00,21.38,20.00,0.91,-0.0061,0.0510,0
131.20,2624.00,21.72,20.00,0.73,-0.0042,0.0463,0
131.40,2628.00,22.02,20.00,0.54,-0.0053,0.0452,0
131.60,2632.00,22.27,20.00,0.35,-0.0079,0.0469,0
131.80,2636.00,22.46,20.00,0.15,-0.0190,0.0479,0
132.00,2640.00,22.61,20.00,-0.05,-0.0137,0.0444,0
132.20,2644.00,22.70,20.00,-0.25,-0.0196,0.0558,0
132.40,2648.00,22.73,20.00,-0.45,-0.0201,0.0425,0
132.60,2652.00,22.71,20.00,-0.64,-0.0228,0.0412,0
132.80,2656.00,22.64,20.00,-0.83,-0.0307,0.0375,0
133.00,2660.00,22.52,20.00,-1.01,-0.0328,0.0414,0
133.20,2664.00,22.34,20.00,-1.17,-0.0262,0.0388,0
133.40,2668.00,22.12,20.00,-1.33,-0.0322,0.0283,0
133.60,2672.00,21.84,20.00,-1.47,-0.0325,0.0424,0
133.80,2676.00,21.53,20.00,-1.60,-0.0306,0.0245,0
134.00,2680.00,21.17,20.00,-1.71,-0.0298,0.0397,0
134.20,2684.00,20.77,20.00,-1.81,-0.0296,0.0310,0
134.40,2688.00,20.34,20.00,-1.88,-0.0305,0.0265,0
134.60,2692.00,19.88,20.00,-1.94,-0.0223,0.0154,0
134.80,2696.00,19.40,20.00,-1.98,-0.0259,0.0244,0
135.00,2700.00,18.89,20.00,-2.00,-0.0176,0.0265,0
135.20,2704.00,18.36,20.00,-2.00,-0.0120,0.0209,0
135.40,2708.00,17.83,20.00,-1.98,-0.0090,0.0027,0
135.60,2712.00,17.28,20.00,-1.93,-0.0082,0.0052,0
135.80,2716.00,16.74,20.00,-1.87,-0.0110,0.0087,0
136.00,2720.00,16.20,20.00,-1.80,-0.0007,0.0035,0
136.20,2724.00,15.66,20.00,-1.70,-0.0019,0.0047,0
136.40,2728.00,15.14,20.00,-1.59,0.0005,-0.0116,0
136.60,2732.00,14.63,20.00,-1.46,0.0086,0.0030,0
136.80,2736.00,14.15,20.00,-1.31,0.0163,-0.0153,0
137.00,2740.00,13.69,20.00,-1.15,0.0172,-0.0121,0
137.20,2744.00,13.26,20.00,-0.99,0.0134,-0.0233,0
137.40,2748.00,12.86,20.00,-0.81,0.0179,-0.0155,0
137.60,2752.00,12.50,20.00,-0.62,0.0273,-0.0233,0
137.80,2756.00,12.18,20.00,-0.43,0.0221,-0.0144,0
138.00,2760.00,11.90,20.00,-0.23,0.0279,-0.0311,0
138.20,2764.00,11.66,20.00,-0.03,0.0236,-0.0376,0
138.40,2768.00,11.47,20.00,0.17,0.0259,-0.0246,0
138.60,2772.00,11.33,20.00,0.37,0.0300,-0.0422,0
138.80,2776.00,11.23,20.00,0.56,0.0343,-0.0455,0
139.00,2780.00,11.18,20.00,0.75,0.0309,-0.0343,0
139.20,2784.00,11.18,20.00,0.93,0.0339,-0.0464,0
139.40,2788.00,11.22,20.00,1.10,0.0243,-0.0353,0
139.60,2792.00,11.31,20.00,1.27,0.0225,-0.0358,0
139.80,2796.00,11.45,20.00,1.41,0.0292,-0.0373,0
140.00,2800.00,11.63,20.00,1.55,0.0185,-0.0391,0
140.20,2804.00,11.84,20.00,1.67,0.0224,-0.0450,0
140.40,2808.00,12.10,20.00,1.77,0.0191,-0.0398,0
140.60,2812.00,12.40,20.00,1.85,0.0120,-0.0452,0
140.80,2816.00,12.72,20.00,1.92,0.0058,-0.0401,0
141.00,2820.00,13.07,20.00,1.97,0.0031,-0.0425,0
141.20,2824.00,13.45,20.00,1.99,-0.0018,-0.0554,0
141.40,2828.00,13.85,20.00,2.00,0.0012,-0.0428,0
141.60,2832.00,14.27,20.00,1.99,-0.0019,-0.0548,0
141.80,2836.00,14.70,20.00,1.95,-0.0068,-0.0553,0
142.00,2840.00,15.14,20.00,1.90,-0.0123,-0.0455,0
142.20,2844.00,15.59,20.00,1.83,-0.0151,-0.0410,0
142.40,2848.00,16.04,20.00,1.74,-0.0130,-0.0503,0
142.60,2852.00,16.48,20.00,1.63,-0.0209,-0.0546,0
142.80,2856.00,16.91,20.00,1.51,-0.0186,-0.0499,0
143.00,2860.00,17.34,20.00,1.37,-0.0224,-0.0417,0
143.20,2864.00,17.75,20.00,1.22,-0.0243,-0.0370,0
143.40,2868.00,18.14,20.00,1.06,-0.0326,-0.0391,0
143.60,2872.00,18.50,20.00,0.88,-0.0264,-0.0331,0
143.80,2876.00,18.84,20.00,0.70,-0.0262,-0.0434,0
144.00,2880.00,19.16,20.00,0.51,-0.0322,-0.0405,0
144.20,2884.00,19.44,20.00,0.31,-0.0326,-0.0409,0
144.40,2888.00,19.69,20.00,0.11,-0.0319,-0.0395,0
144.60,2892.00,19.90,20.00,-0.09,-0.0295,-0.0276,0
144.80,2896.00,20.08,20.00,-0.29,-0.0294,-0.0283,0
145.00,2900.00,20.22,20.00,-0.48,-0.0251,-0.0208,0
145.20,2904.00,20.33,20.00,-0.67,-0.0192,-0.0172,0
145.40,2908.00,20.39,20.00,-0.86,-0.0225,-0.0200,0
145.60,2912.00,20.42,20.00,-1.03,-0.0164,-0.0188,0
145.80,2916.00,20.41,20.00,-1.20,-0.0123,-0.0059,0
146.00,2920.00,20.36,20.00,-1.35,-0.0093,-0.0128,0
146.20,2924.00,20.28,20.00,-1.49,-0.0066,0.0004,0
146.40,2928.00,20.16,20.00,-1.62,-0.0001,-0.0095,0
146.60,2932.00,20.01,20.00,-1.73,0.0031,-0.0022,0
146.80,2936.00,19.83,20.00,-1.82,0.0057,0.0022,0
147.00,2940.00,19.62,20.00,-1.89,0.0114,0.0124,0
147.20,2944.00,19.39,20.00,-1.95,0.0056,0.0105,0
147.40,2948.00,19.13,20.00,-1.98,0.0097,0.0160,0
147.60,2952.00,18.85,20.00,-2.00,0.0131,0.0097,0
147.80,2956.00,18.56,20.00,-1.99,0.0223,0.0089,0
148.00,2960.00,18.26,20.00,-1.97,0.0177,0.0155,0
148.20,2964.00,17.94,20.00,-1.93,0.0240,0.0217,0
148.40,2968.00,17.62,20.00,-1.86,0.0234,0.0235,0
148.60,2972.00,17.30,20.00,-1.78,0.0312,0.0325,0
148.80,2976.00,16.98,20.00,-1.68,0.0286,0.0391,0
149.00,2980.00,16.66,20.00,-1.56,0.0260,0.0254,0
149.20,2984.00,16.35,20.00,-1.43,0.0304,0.0323,0
149.40,2988.00,16.05,20.00,-1.29,0.0301,0.0292,0
149.60,2992.00,15.76,20.00,-1.13,0.0300,0.0352,0
149.80,2996.00,15.49,20.00,-0.96,0.0267,0.0364,0
150.00,3000.00,15.24,20.00,-0.78,0.0254,0.0411,0
150.20,3004.00,15.01,20.00,-0.59,0.0206,0.0535,0
150.40,3008.00,14.80,20.00,-0.39,0.0270,0.0519,0
150.60,3012.00,14.62,20.00,-0.20,0.0183,0.0516,0
150.80,3016.00,14.46,20.00,0.00,0.0136,0.0390,0
151.00,3020.00,14.33,20.00,0.20,0.0110,0.0465,0
151.20,3024.00,14.23,20.00,0.40,0.0154,0.0499,0
151.40,3028.00,14.16,20.00,0.59,0.0044,0.0459,0
151.60,3032.00,14.11,20.00,0.78,0.0062,0.0404,0
151.80,3036.00,14.10,20.00,0.96,0.0016,0.0495,0
152.00,3040.00,14.11,20.00,1.13,0.0009,0.0491,0
152.20,3044.00,14.15,20.00,1.29,-0.0086,0.0567,0
152.40,3048.00,14.22,20.00,1.44,-0.0059,0.0411,0
152.60,3052.00,14.31,20.00,1.57,-0.0109,0.0520,0
152.80,3056.00,14.43,20.00,1.68,-0.0184,0.0497,0
153.00,3060.00,14.56,20.00,1.78,-0.0177,0.0508,0
153.20,3064.00,14.72,20.00,1.87,-0.0226,0.0532,0
153.40,3068.00,14.89,20.00,1.93,-0.0266,0.0546,0
153.60,3072.00,15.08,20.00,1.97,-0.0252,0.0394,0
153.80,3076.00,15.28,20.00,2.00,-0.0323,0.0465,0
154.00,3080.00,15.49,20.00,2.00,-0.0326,0.0441,0
154.20,3084.00,15.71,20.00,1.98,-0.0284,0.0393,0
154.40,3088.00,15.93,20.00,1.95,-0.0304,0.0310,0
154.60,3092.00,16.15,20.00,1.89,-0.0324,0.0282,0
154.80,3096.00,16.37,20.00,1.82,-0.0317,0.0367,0
155.00,3100.00,16.59,20.00,1.72,-0.0272,0.0383,0
155.20,3104.00,16.80,20.00,1.61,-0.0249,0.0256,0
155.40,3108.00,17.00,20.00,1.49,-0.0299,0.0315,0
155.60,3112.00,17.18,20.00,1.35,-0.0256,0.0141,0
155.80,3116.00,17.35,20.00,1.19,-0.0210,0.0257,0
156.00,3120.00,17.51,20.00,1.03,-0.0206,0.0253,0
156.20,3124.00,17.65,20.00,0.85,-0.0196,0.0081,0
156.40,3128.00,17.76,20.00,0.67,-0.0122,0.0162,0
156.60,3132.00,17.86,20.00,0.48,-0.0098,0.0055,0
156.80,3136.00,17.93,20.00,0.28,-0.0073,0.0011,0
157.00,3140.00,17.98,20.00,0.08,-0.0012,0.0011,0
157.20,3144.00,18.01,20.00,-0.12,0.0012,-0.0086,0
157.40,3148.00,18.01,20.00,-0.32,0.0056,-0.0078,0
157.60,3152.00,17.98,20.00,-0.51,0.0059,-0.0050,0
157.80,3156.00,17.94,20.00,-0.70,0.0137,-0.0106,0
158.00,3160.00,17.87,20.00,-0.89,0.0138,-0.0236,0
158.20,3164.00,17.78,20.00,-1.06,0.0181,-0.0081,0
158.40,3168.00,17.67,20.00,-1.23,0.0165,-0.0231,0
158.60,3172.00,17.54,20.00,-1.38,0.0210,-0.0270,0
158.80,3176.00,17.39,20.00,-1.52,0.0243,-0.0249,0
159.00,3180.00,17.22,20.00,-1.64,0.0301,-0.0330,0
159.20,3184.00,17.05,20.00,-1.74,0.0332,-0.0301,0
159.40,3188.00,16.86,20.00,-1.83,0.0260,-0.0295,0
159.60,3192.00,16.66,20.00,-1.90,0.0271,-0.0340,0
159.80,3196.00,16.46,20.00,-1.96,0.0338,-0.0414,0
160.00,3200.00,16.25,20.00,-1.99,0.0335,-0.0312,0
160.20,3204.00,16.04,20.00,-2.00,0.0270,-0.0310,0
160.40,3208.00,15.83,20.00,-1.99,0.0283,-0.0384,0
160.60,3212.00,15.63,20.00,-1.96,0.0282,-0.0405,0
160.80,3216.00,15.44,20.00,-1.92,0.0239,-0.0521,0
161.00,3220.00,15.26,20.00,-1.85,0.0180,-0.0391,0
161.20,3224.00,15.09,20.00,-1.77,0.0142,-0.0473,0
161.40,3228.00,14.93,20.00,-1.66,0.0150,-0.0527,0
161.60,3232.00,14.79,20.00,-1.54,0.0169,-0.0531,0
161.80,3236.00,14.67,20.00,-1.41,0.0042,-0.0592,0
162.00,3240.00,14.58,20.00,-1.26,0.0087,-0.0564,0
162.20,3244.00,14.50,20.00,-1.10,0.0029,-0.0552,0
162.40,3248.00,14.45,20.00,-0.93,-0.0013,-0.0424,0
162.60,3252.00,14.43,20.00,-0.74,-0.0041,-0.0486,0
162.80,3256.00,14.43,20.00,-0.56,-0.0044,-0.0396,0
163.00,3260.00,14.46,20.00,-0.36,-0.0105,-0.0395,0
163.20,3264.00,14.51,20.00,-0.16,-0.0121,-0.0486,0
163.40,3268.00,14.60,20.00,0.04,-0.0181,-0.0483,0
